"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
1,0.0300155039876699,0.0033923729788512,0.0242668371647596,0.117760367691517,0.824564933776855
2,0.814584136009216,0.00210705609060824,0.00815111398696899,0.126610666513443,0.0485470108687878
3,0.22354881465435,0.00237925420515239,0.0081923371180892,0.116829849779606,0.649049699306488
4,0.0429396741092205,0.00406938698142767,0.0163702834397554,0.162158608436584,0.774462044239044
5,0.329220145940781,0.00475787185132504,0.00992227345705032,0.583491802215576,0.0726079642772675
6,0.136791333556175,0.00466622691601515,0.122357904911041,0.619340121746063,0.116844430565834
7,0.0899134129285812,0.00272841588594019,0.544092833995819,0.224489241838455,0.138776108622551
8,0.828477144241333,0.005706453230232,0.0027255320455879,0.032431211322546,0.13065966963768
9,0.904496967792511,0.00108714343514293,0.00141731824260205,0.0634746849536896,0.0295239090919495
10,0.764210224151611,0.00175955169834197,0.00853196904063225,0.186802491545677,0.0386957824230194
11,0.559259235858917,0.00188808585517108,0.0180858410894871,0.402093142271042,0.0186736807227135
12,0.0203390922397375,0.00217444612644613,0.152102783322334,0.132075279951096,0.693308413028717
13,0.693173587322235,0.00150876049883664,0.00195929128676653,0.0462109558284283,0.257147401571274
14,0.926810383796692,0.00203906442038715,0.00577867403626442,0.0115320095792413,0.0538399294018745
15,0.823258757591248,0.00183633505366743,0.00493803294375539,0.117558352649212,0.052408505231142
16,0.823318600654602,0.00156707782298326,0.00196148315444589,0.144338741898537,0.0288140773773193
17,0.251717895269394,0.0036848671734333,0.135748594999313,0.54413253068924,0.064716100692749
18,0.428282827138901,0.007359285838902,0.0111794909462333,0.470410317182541,0.082768052816391
19,0.20787239074707,0.00178060925099999,0.0195190608501434,0.111773952841759,0.659053981304169
20,0.0103940488770604,0.00683758733794093,0.575091183185577,0.0116798225790262,0.39599734544754
21,0.541274130344391,0.00203869980759919,0.0111996456980705,0.347295969724655,0.098191574215889
22,0.00763540482148528,0.00944311171770096,0.0271455813199282,0.00842808838933706,0.94734787940979
23,0.66076934337616,0.00274456874467432,0.00680431304499507,0.161037817597389,0.16864401102066
24,0.00173581973649561,0.0444716513156891,0.0121605144813657,0.00133785745128989,0.940294206142426
25,0.794779241085052,0.00484667532145977,0.00342299393378198,0.130159631371498,0.066791445016861
26,0.0684887692332268,0.0166421923786402,0.231764644384384,0.0308837201446295,0.652220666408539
27,0.845375239849091,0.00153826212044805,0.00258974218741059,0.00420622527599335,0.146290481090546
28,0.00231961533427238,0.0160589348524809,0.0428459048271179,0.00680566485971212,0.931969881057739
29,0.410893052816391,0.00449668290093541,0.0292773209512234,0.481624275445938,0.0737086683511734
30,0.334422588348389,0.0042126877233386,0.0100436741486192,0.601590573787689,0.0497304685413837
31,0.418014526367188,0.0168876368552446,0.0175790544599295,0.0867230221629143,0.460795760154724
32,0.648261308670044,0.00157302909065038,0.00287521327845752,0.105517365038395,0.241773054003716
33,0.0770329609513283,0.00606143614277244,0.169404909014702,0.0261143110692501,0.721386432647705
34,0.989331722259521,0.000775685242842883,0.00155012146569788,0.00441050669178367,0.00393200712278485
35,0.666864216327667,0.00134768546558917,0.00209386949427426,0.00306917726993561,0.326625019311905
36,0.364562600851059,0.00521972309798002,0.0786193832755089,0.281131953001022,0.270466297864914
37,0.0642039477825165,0.00941451359540224,0.252985924482346,0.0197251494973898,0.653670430183411
38,0.968920767307281,0.000536778825335205,0.00271220249123871,0.0186908412724733,0.00913944002240896
39,0.367040306329727,0.00245704688131809,0.0243856683373451,0.415232568979263,0.190884441137314
40,0.343564033508301,0.0122899264097214,0.037330262362957,0.187401592731476,0.419414132833481
41,0.230519592761993,0.0165686458349228,0.0440741516649723,0.36887001991272,0.339967578649521
42,0.000578770821448416,0.00409018993377686,0.00518131675198674,0.000703986326698214,0.989445745944977
43,0.64537125825882,0.00237150304019451,0.00663889991119504,0.115581721067429,0.230036646127701
44,0.00259734177961946,0.243351086974144,0.0305671505630016,0.00471942313015461,0.718765020370483
45,0.217534646391869,0.00666417228057981,0.0935011804103851,0.0177045408636332,0.664595425128937
46,0.236186176538467,0.00445838132873178,0.0219390727579594,0.0195209067314863,0.717895448207855
47,0.229820847511292,0.00153882906306535,0.0213014837354422,0.112541146576405,0.634797692298889
48,0.579663932323456,0.00308721256442368,0.0132928667590022,0.270386755466461,0.13356925547123
49,0.337795197963715,0.00320827774703503,0.0959758311510086,0.397550106048584,0.165470540523529
50,0.0494538582861423,0.00494757574051619,0.0077189221046865,0.19258376955986,0.745295822620392
51,0.108371332287788,0.012804452329874,0.0147195868194103,0.00380064360797405,0.860303938388824
52,0.408336579799652,0.00269535789266229,0.0731313824653625,0.423042833805084,0.092793844640255
53,0.988059341907501,0.00119651213753968,0.00165806117001921,0.00188909750431776,0.00719704059883952
54,0.0895440652966499,0.045439075678587,0.0425930358469486,0.00293624168261886,0.819487631320953
55,0.0443317368626595,0.00292509188875556,0.174446702003479,0.00591780059039593,0.772378623485565
56,0.216407880187035,0.00213710847310722,0.0695418864488602,0.144496142864227,0.567416965961456
57,0.618935406208038,0.0023547550663352,0.00841055531054735,0.271712064743042,0.0985872447490692
58,0.00524847116321325,0.00411412073299289,0.00979055371135473,0.00127673288807273,0.979570090770721
59,0.00395244779065251,0.0111332144588232,0.126439735293388,0.00603042263537645,0.852444171905518
60,0.829237282276154,0.00144727015867829,0.00218517100438476,0.00954662822186947,0.157583639025688
61,0.939330160617828,0.00540580367669463,0.00589900044724345,0.0126544209197164,0.0367106013000011
62,0.173432677984238,0.00369729450903833,0.0601172298192978,0.540600776672363,0.222152024507523
63,0.352489113807678,0.00322956289164722,0.0503085218369961,0.368453443050385,0.225519359111786
64,0.000662368023768067,0.00532557442784309,0.0069836019538343,0.00116541318129748,0.985863029956818
65,0.00484658591449261,0.0369613245129585,0.135335698723793,0.00458144675940275,0.818274974822998
66,0.844029128551483,0.00157984695397317,0.00670211808755994,0.109620273113251,0.0380686111748219
67,0.957038044929504,0.00130174343939871,0.00295025948435068,0.0125774247571826,0.0261324625462294
68,0.00698298960924149,0.00447998009622097,0.447036892175674,0.339132100343704,0.202368050813675
69,0.234456017613411,0.00503162387758493,0.013682022690773,0.641239404678345,0.10559094697237
70,0.00788397248834372,0.0258590318262577,0.117346748709679,0.0176028311252594,0.831307470798492
71,0.00905928481370211,0.00782505795359612,0.0526369027793407,0.0228617563843727,0.907616972923279
72,0.965947210788727,0.000902432599104941,0.00139785022474825,0.0210647899657488,0.0106876967474818
73,0.012738885357976,0.0619418919086456,0.0297968033701181,0.00222890172153711,0.893293559551239
74,0.251615256071091,0.0025393976829946,0.0226779673248529,0.206232234835625,0.516935110092163
75,0.000611863215453923,0.00371010135859251,0.00498106144368649,0.00157621572725475,0.989120841026306
76,0.751347720623016,0.0489531308412552,0.0464740060269833,0.0112689631059766,0.141956210136414
77,0.972348272800446,0.00085913622751832,0.00154113175813109,0.00112411903683096,0.0241273269057274
78,0.0556441061198711,0.00842413492500782,0.157813534140587,0.0205025058239698,0.757615685462952
79,0.446277558803558,0.001965441275388,0.0170019939541817,0.357113718986511,0.177641227841377
80,0.990867733955383,0.000415741436881945,0.00102705915924162,0.00214603473432362,0.00554342288523912
81,0.00281510129570961,0.00467742327600718,0.00456104706972837,0.000647289271000773,0.987299144268036
82,0.00965690612792969,0.0030021162237972,0.00969104655086994,0.000905739143490791,0.976744174957275
83,0.725718319416046,0.00245663430541754,0.00939071830362082,0.194577544927597,0.0678567811846733
